tweetLink,tweetDate,commentCount,retweetCount,quoteCount,likeCount,twitterId,handle,text,profileUser,mediaUrl,timestamp,viewCount,query,type,videoViewCount
https://twitter.com/Dailymirror_SL/status/1678762584491855876,Tue Jul 11 13:46:04 +0000 2023,0,0,0,3,66329707,Dailymirror_SL,"â€˜Sri Lanka Lagumaâ€™ tree removed with Cabinet approval: Bandula
#DailyMirror #SriLanka 

https://t.co/oHdm1sbtuV",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:26.787Z,989,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678758117717229568,Tue Jul 11 13:28:19 +0000 2023,0,0,0,2,66329707,Dailymirror_SL,"Hasaranga wins ICC Player of the Month award for June
#DailyMirror #SriLanka 

https://t.co/ERwtHq9bKl",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:27.176Z,778,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678726924141748225,Tue Jul 11 11:24:22 +0000 2023,0,0,0,2,66329707,Dailymirror_SL,"Growing trend of MPs exploiting Parliamentary privileges: BASL
#DailyMirror #SriLanka 

https://t.co/j5Y7wba7k6",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:27.566Z,946,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678726557026914304,Tue Jul 11 11:22:55 +0000 2023,0,0,0,2,66329707,Dailymirror_SL,"French Naval Ship Lorraine arrives in Colombo
#DailyMirror #SriLanka 

https://t.co/qYhBYp2rdl",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:27.846Z,922,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678725949863649280,Tue Jul 11 11:20:30 +0000 2023,0,0,1,1,66329707,Dailymirror_SL,"At least 900 kids diagnosed with cancer annually
#DailyMirror #SriLanka 

https://t.co/38n8kDEg9K",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:28.135Z,889,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678711367006814208,Tue Jul 11 10:22:33 +0000 2023,0,1,0,4,66329707,Dailymirror_SL,"All Island Canteen Owners' Association Chief Asela Sampath charged that imported eggs are sold as locally produced eggs, at a higher price. https://t.co/aI5RPxIl2u",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:28.519Z,1253,https://twitter.com/Dailymirror_SL,tweet,413
https://twitter.com/Dailymirror_SL/status/1678711092133122049,Tue Jul 11 10:21:27 +0000 2023,0,3,3,9,66329707,Dailymirror_SL,"Four measles diagnosed at Lady Ridgeway

Doctors have observed a rise in patients with measles symptoms, Consultant Paediatrician at the Lady Ridgeway Hospital for Children Dr. Deepal Perera said. 

""Out of 12 children presenting with symptoms, four children were confirmed toâ€¦ https://t.co/7ZLaBZlawc",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:28.889Z,4911,https://twitter.com/Dailymirror_SL,tweet,1158
https://twitter.com/Dailymirror_SL/status/1678687686255865857,Tue Jul 11 08:48:27 +0000 2023,1,0,0,1,66329707,Dailymirror_SL,"Barcelona tear down Nou Camp with cranes in shocking footage of the stadiumâ€™s demolition
#DailyMirror #SriLanka 

https://t.co/8OKJSjLHvC",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:29.287Z,1122,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678687377076932608,Tue Jul 11 08:47:13 +0000 2023,0,0,0,1,66329707,Dailymirror_SL,"Nigerian gets death sentence and 7 other foreigners jailed to 10 years
#DailyMirror #SriLanka 

https://t.co/XbWWZtfW1E",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:29.656Z,1119,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678687141885526017,Tue Jul 11 08:46:17 +0000 2023,2,0,0,1,66329707,Dailymirror_SL,"Easter Sunday attacks: Maithripala seeks further time to pay compensation
#DailyMirror #SriLanka 

https://t.co/KiXlpLI7gq",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:29.923Z,961,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678686784488902658,Tue Jul 11 08:44:52 +0000 2023,0,0,0,1,66329707,Dailymirror_SL,"Sajith to appoint own select committee to look into SLâ€™s bankruptcy
#DailyMirror #SriLanka 

https://t.co/q5yrAlKomz",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:32.761Z,858,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678685787737718784,Tue Jul 11 08:40:54 +0000 2023,0,0,0,1,66329707,Dailymirror_SL,"Here's a glimpse of what you will experience in the upcoming months as you come on board with us. 

Mark your calendar now and join with us to be a part of this exciting opportunity. 

Register ðŸ”œ. Limited slots available âŒ

Scan the QR or click on the link below ðŸ‘‡ to registerâ€¦ https://t.co/QCMwe3ABtS",https://twitter.com/Dailymirror_SL,https://pbs.twimg.com/media/F0vj0mwXsAAi0sW.jpg,2023-07-11T17:10:33.043Z,912,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678676354894811138,Tue Jul 11 08:03:25 +0000 2023,0,3,0,5,66329707,Dailymirror_SL,"Panel of AI-Enabled Humanoid Robots take Questions From Humans.

Â #DailyMirror #NewsLK #SriLankadaily #DailyMirrorOnline #LK #SL #News #viralvideos https://t.co/2JDUUs7VZX",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:33.336Z,2249,https://twitter.com/Dailymirror_SL,tweet,697
https://twitter.com/Dailymirror_SL/status/1678675479950422016,Tue Jul 11 07:59:57 +0000 2023,0,0,0,0,66329707,Dailymirror_SL,"SL Rupee further depreciates against USD
#DailyMirror #SriLanka 

https://t.co/MwT2Dy5WvF",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:33.747Z,998,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678675083601281024,Tue Jul 11 07:58:22 +0000 2023,0,0,0,0,66329707,Dailymirror_SL,Today's Exchange rates https://t.co/08AuNFlGvR,https://twitter.com/Dailymirror_SL,"https://pbs.twimg.com/media/F0vaFqHakAEfVjZ.jpg,https://pbs.twimg.com/media/F0vaF5BaAAAkSaX.jpg",2023-07-11T17:10:34.019Z,1323,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678667678750478338,Tue Jul 11 07:28:57 +0000 2023,3,5,0,7,66329707,Dailymirror_SL,"Police hunt for Parish Priest over sexual abuse of teenager
#DailyMirror #SriLanka 

https://t.co/Te6kHGMxu0",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:34.377Z,2081,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678667427612336129,Tue Jul 11 07:27:57 +0000 2023,0,0,0,2,66329707,Dailymirror_SL,"2023 A/L exams to conclude before Christmas: Minister
#DailyMirror #SriLanka 

https://t.co/5mBWKRKnNE",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:34.756Z,843,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678666361222864897,Tue Jul 11 07:23:43 +0000 2023,0,0,0,1,66329707,Dailymirror_SL,Cartoon of the day! https://t.co/3FJLdjCKjN,https://twitter.com/Dailymirror_SL,https://pbs.twimg.com/media/F0vSJ3baEAAfldh.jpg,2023-07-11T17:10:35.153Z,908,https://twitter.com/Dailymirror_SL,tweet,
